par_id,community,text,label
4534,homeless,"I can only imagine what it must be like for women faced with the prospect of homelessness . For me , the real fear would be thinking I did n't belong anywhere . That I had no home , in the sense of the word that goes well beyond walls and a roof .",1
5564,migrant,"THE UNWANTED . Rohingya migrants jump to collect food supplies dropped by a Thai army helicopter from a boat drifting in Thai waters off the southern island of Koh Lipe in the Andaman sea on May 14 , 2015 . Photo by Christophe Archambault/AFP",1
4502,migrant,"""Ryan says he plans to serve out the remainder of his term , so he may have the opportunity to add to his legacy . Last October , following the mass shooting in Las Vegas , Ryan said he would """" look into """" the banning of bump stocks . There 's also the matter of the 800,000 """" Dreamers """" -- undocumented immigrants who were brought into the country as children who were protected under the Deferred Action for Childhood Arrivals ( DACA ) program , which Trump ended . Last September , Ryan told those affected by the rescinding of DACA to """" rest easy , """" as Congress would take action to allow them to stay in the country . No such bill has passed Congress yet .""",1
4421,in-need,"Darcy is founder of The River Community Church and chair of Community Christmas Care , the long-time Squamish organization that delivers hampers of toys and food to those in need each winter .",1
8661,in-need,""""""" They are not humans to be looting something that is supposed to be delivered to their brothers in need , """" he went on to say .""",1
1034,immigrant,"It will be providing Africans , especially young and new immigrants , with a more inclusive feel of being in America by positively opening them up to challenges while providing a competitive ground on which to develop .",1
5974,in-need,"""The Interact Club is a service Oriented Organization . Its aim is """" Service before self """" . Mahatma Gandhi said """" You must be the change you wish to see in the world """" . The Interact Club provides you with the opportunity of making this change . It is all about community service , giving to those who are in need , being a part of change that brings happiness to you and much more to others . The Installation Ceremony of the Office Bearers of the Interact Club of Wycherley for the Academic year 2010-2011 was held during the end of last year at the High School Campus on Queen 's Road .""",1
6099,homeless,"""SATURDAYS for homeless children in Chow Kit are now filled with learning and laughter , thanks to the """" Region of Love """" ( RoL ) .""",1
6049,homeless,"After that , she decided that she would not continue with a collection drive as it was cumbersome and decided to look for a single sponsor . But soon , cash-rich people started approaching her and gave her money to build shelters for the homeless .",1
1622,disabled,"""The story of Christmas although ancient is always made new -- """" how God became flesh and lived among us , to be like us in all things but sin ... to be """" Emmanuel """" reminding men and women that God is with us at all times . Our welcoming Jesus this Christmas is to highlight that Jesus is the """" Unconquered Son of Justice """" who come to dispel the darkness of the world held captive by sin and ignorance . His coming tells us that He made Himself human to be one of us , to bring His love to all of us , especially the poor , the orphan , sick , disabled , and the oppressed .""",1
6137,hopeless,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",1
6194,poor-families,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",1
4039,refugee,"TORONTO -- Canada has long prided itself on being a multicultural nation that values inclusion , opening its borders to refugees and immigrants , no matter their ethnicity or religion .",1
5852,hopeless,""""""" The people of Khyber Pakhtunkhwa are resilient . I did not see hopelessness on any face , """" he said .""",1
9740,homeless,"By Fr Ron RolheiserWhenever we have been at our best , as Christians , we have opened our churches as sanctuaries to the poor and the endangered . We have a long , proud history wherein refugees , homeless persons , immigrants facing deportation , and others who are endangered , have taken shelter inside our churches . If we believe what Jesus tells us about the Last Judgment in the twentyfifth chapter of Matthew 's Gospel , this should serve us well when we stand before God at the end .",1
6707,homeless,""""""" I appreciate Mayor Nutter affording me the opportunity to lead the work of the Office of Health and Opportunity , """" said Kretsge . """" Over the last six years , staff in these departments has improved the health of Philadelphians and child safety and offered a life off the street for hundreds of formerly homeless individuals . I have worked closely with our departments on this work and I look forward to continuing these efforts in my new role . """"""",1
1188,in-need,""""""" It was n't uncommon for Johannah to hear through the media of an individual in need of assistance , and she would immediately make it her objective to get that person what they often desperately needed , and rarely without success .""",1
4072,poor-families,"""Aileen said : """" I just thought , ' Those poor families . ' I hope they get answers . We are still waiting . """"""",1
8321,homeless,""""""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""",1
7797,women,"I 'm sorry to say that the average Nigerian woman is so much afraid of losing the grounds she has gained . This is unlike the men , who , when they climb up , leave the ladder for other men to climb same ladder to come and meet them there . The average Nigerian woman climbs the ladder and uses her left foot to push the ladder down . It 's unfortunate . You know why ? She lacks confidence in herself . Only a few women leaders ever think that once they are up there , no matter how they open doors for others , no other woman will come bring them down . That is the reason why a Nigerian woman today will have so much and will still have friends dying of lack .",1
5298,migrant,"The numbers of the dead are expected to go up , as rescuers search by sea and air for at least 40 more migrants pitched overboard early Saturday when a crowded smuggler 's boat capsized . Dozens of people plunged into the water , grabbing at anything that might help keep them afloat .",1
7506,homeless,It is the sad fate of the arts and artists that they are the last ones to get attention from a government which has its hands full with concerns ranging from feeding the hungry and attending to the homeless and the victims of injustice .,1
8421,homeless,"Hojjat Gharibian was one of hundreds of homeless Iranian survivors , who was huddled against the cold with his family in Qasr-e Shirin.",1
763,migrant,Part of the result now is the massive exodus of Africans from the continent to seek greener pastures in Europe . It is sad to see scores of young people die trying to cross the Sahara and Mediterranean into paradise . It is sad when our televisions show hundreds of immigrants trapped between the sea and fenced territories in Europe because they can not enter . What are they fleeing from ; why ca n't they stay at home ? This indeed is a million dollar question . They are fleeing from mismanaged economies that could have otherwise done well ; they are fleeing from years of bad politicking which has given birth to some of the worst policies the world has ever known .,1
4382,hopeless,"Hope and try to understand the blackness , hopelessness , the cloudy lethargy and sadness drizzled with loneliness that they are going through .",1
9303,poor-families,""""""" The villages around our campus are not very developed . There is hardly any facility available for youths from poor families . A Jesuit institution like ours is run with an aim to achieve academic excellence . But our institutions have also played a major role in upgrading the academic environment of their surrounding areas , """" vice-chancellor Father Felix Raj said .""",1
441,migrant,It is often a painful and frustrating experience for your visa to be refused . This is even more worrying in immigrant visa cases where the applicant 's plans of permanently settling with their family member in the U.S. or the DV lottery winner 's plans of making a new life in the U.S. takes a hit .,1
712,immigrant,"The fate of nearly 790,000 young undocumented immigrants is in the hands of a deeply divided Congress .",1
3298,homeless,""""""" After seeing so many children orphaned and homeless , we decided to introduce this facility without having any donor , but later , we got a sponsor from Australia , who built a dormitory for the children , """" she said .""",1
6623,migrant,PathFinders : Making the wishes of vulnerable Hong Kong-born children and their migrant mothers come true,1
604,homeless,"As a result , millions of Syrians as well as peoples of other countries in the region have been made both homeless and hopeless .",1
10105,migrant,"""When she delivered her Nobel lecture , two decades after being awarded the prize , she mentioned the """" great sufferings """" addressed in Buddhist theology and dwelt on two she had come to know intimately : """" To be parted from those one loves and to be forced to live in propinquity with those one does not love . """" She continued : """" I thought of prisoners and refugees , of migrant workers and victims of human trafficking , of that great mass of the uprooted of the Earth who have been torn away from their homes , parted from families and friends , forced to live out their lives among strangers who are not always welcoming . """"""",1
1166,hopeless,"They discounted and denied every conceivable poll which showed Jonathan losing the election , preaching that Nigerians wanted continuity , not the change the opposition advocated . The people of Nigeria were portrayed as somehow loving their poverty and insecurity , their darkness and weakness , hopelessness and joblessness .",1
7021,homeless,"A year after typhoon Yolanda 's vicious onslaught in many parts of Eastern Visayas , millions still find themselves homeless , with survivors starting to lose hope of ever rebuilding their lives as they witness this administration 's bumbling efforts in speeding up rehabilitation . Many have leveled down their expectations at the kind of assistance they will ever receive from the national government , remarking that the number of those who perished have yet to be correctly determined and remembering how President BS had chafed at suggestions that the figure could reach 10,000 . Many of us can still clearly recall how the president downplayed the estimates to about 2,500 in his interview with CNN 's Christiane Amanpour .",1
1703,vulnerable,"As for men who abuse women , the least said about them the better . And to those who seek sexual favors from vulnerable women ... Ayekoo ! ( Well done ! ) For all you know , you are the ones promoting sex workers in the world today . As I mentioned earlier , most of these women have good hearts and their behaviors may have been triggered by a horrible background , find out and be good towards them . Marry them if it demands you should .",1
6133,hopeless,"Denied dignity and hope , despair and anger have set in among Arab Jerusalemites . Young Palestinians see their parents ' despair and see their own futures as devoid of promise . This sense of hopelessness is the root cause of the current violence .",1
2316,refugee,"A refugee is that boy . A refugee is a person , with a story , a life , a family , accomplishments , hardships , hopes and a desire for safety and belonging .",1
9645,refugee,"""Francis said it was not enough to say , """" Have courage , hang in there """" , to the hundreds of thousands of refugees who are on the march toward what he called """" life 's hope """" .""",1
864,hopeless,The minimum requirements of job experience averaging between two and three years for advertised jobs has done nothing but to deprive youngsters of the opportunities to work and earn a respectable living for themselves . It has just rendered them hopeless .,1
7912,hopeless,Let us follow in Mary 's footsteps and bring hope to the hopeless,1
3115,refugee,"""While the future of the peace process remains uncertain , the hard fact that the government must tackle now is to not just take back the """" failed """" refugees but also ensure that they are not devoured by the same demon they had fled from in the first instance .""",1
1951,refugee,"Many of them sought refuge in Malaysia only to be treated as outcasts to be whipped , incarcerated , deported , trafficked or abused . Why was no consideration given to allowing the thousands of these refugees to work as there is now for the Rohingya ? Did the fact that they were non-Muslim disqualify them from compassionate treatment ?",1
5798,hopeless,"He said the current local derivatives or names exudes grimness , somberness and suggests even the macabre in the minds of people so that sufferers were often tagged hopeless cases even where there was hope .",1
600,poor-families,He also gave out food to poor families selected by the local social development office .,1
5207,homeless,"He lost both his parents within a month of each other , and now a young Tauranga man is facing the prospect of becoming homeless .",1
3257,vulnerable,"""Speaking after the inquest Antony 's mum , Zena Stevens , said : """" It 's an unbearable loss . Antony was n't a druggie , he was just a very vulnerable young man .""",1
1443,homeless,"The photo of a Hyderabad traffic policeman feeding an elderly homeless woman has gone viral , earning him accolades from social media users and from the Home Minister of the state .",1
2350,homeless,"""All these services were primed towards , in Mother Teresa 's own words , """" the hungry , the naked , the homeless , the crippled , the blind , the lepers , all those people who feel unwanted , unloved , uncared for throughout society , people that have become a burden to the society and are shunned by everyone . """"""",1
381,homeless,"""She asks , with despair in her voice : """" What 's the point of cooking for the homeless when the homeless ca n't cook for themselves tomorrow ? """" Throwing her hands up in the air , she retorts : """" How was I supposed to start when I did n't have the funding ? """"""",1
6040,homeless,KARACHI : Sindh Chief Minister Syed Qaim Ali Shah has directed Social Welfare Department to establish a centre for elderly homeless people so that they could live respectfully without working hard and even without stretching their hands before others .,1
3724,homeless,"This collaboration between Institut Onn Ja'afar ( IOJ ) with Yayasan Chow Kit ( YCK ) invites all Malaysians to give breakfast to the homeless by starting their soup kitchen as early as 7am . They operate once every two weeks , on the first and third Wednesdays of each month outside KL Krash Pad at 346 , Jalan Tuanku Abdul Rahman .",1
7332,refugee,UN app lets you know what life as a refugee is like,1
5530,hopeless,""""""" Let us also remind Lauretta that Nigerians are waiting eagerly to have her and her bosses in prison as soon as 2019 comes . They must account for the monies they allegedly stole from the IDPs , the poorest of the poor , through Babachir Lawal , and still went ahead to bomb them to death in Rann in their state of hopelessness and helplessness .""",1
798,homeless,"I have a dream journal . Sometimes , I create ads from dreams . Yellow Man for DiGi being one of them . Is that considered weird ? I 've also dressed up as a homeless man for a shoot once , but decided to stay like that for a few more hours after experiencing being ignored and feeling invisible . It was an eye opener .",1
4313,homeless,"As a little girl , I would cry walking down the streets of Toronto because I did n't know how to help the homeless people . I began to feel like that little girl again , heartsick over people 's hardships . But there was one major difference : no longer did I feel that all was hopeless .",1
1194,women,"There is fear and desperation in their empty eyes . They have no livelihood and no work and their growing children receive no education . Their daughters do not have much hope of finding suitable matches and they are not certain where the next meal would come from . Many women and children live in Gurdwar , Sikh place of worship relying on free kitchen",1
8983,homeless,""""""" Initially I wanted the charity to be about helping Jamaicans on a whole , but I figured I would start where people are the worst off , which I believe are the homeless people , because they literally have nothing , but now since I have the other people on board , it is going to be more widely spread to education and general poverty , """" she said .""",1
3411,hopeless,"The hopelessness , dejection and frustration by a teary Betty Kaveke summed up the despondency around Gikomba on this tragic morning of a June Thursday . East Africa 's ' supermarket ' of second-hand clothes was once again grieving . A dawn fire , had once more visited the sleeping residents gutting property worth millions .",1
3965,hopeless,"He may well have depression and this may have led him to become so withdrawn , reclusive , lethargic , and trapped . Or his lifestyle and daily habits may have led to him becoming depressed and hopeless .",1
9846,homeless,News <h> From homeless to hopeful <h> Portland 's indigent get a roof over their heads,1
5508,refugee,"In general , people live inside their own bubble . People who move to a new country , especially refugees and asylum seekers , are forced to leave this bubble . This can make them feel very anxious , very traumatised -- like a fish leaving water .",1
6906,vulnerable,"""In his remarks , the USAID Deputy Administrator , Alfonso Lenhardt , said : """" Having served as the U.S Ambassador to Tanzania , I have seen how improving access to electricity can empower vulnerable communities to escape from the cycle of extreme poverty . """"""",1
4753,refugee,""""""" What is at stake is nothing less than the survival and wellbeing of a generation of innocents , """" Antonio Guterres , the UN high commissioner for refugees .""",1
83,homeless,"The demographics of Pakistan and India are very similar . Poverty is a widespread issue . According to the FAO , 40 percent of children in Pakistan are malnourished and underweight due to lack of access to adequate food . And this is not because there is n't enough ; Pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . With the massive income inequality that persists , RHA is a brilliant movement . We collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .",1
4319,in-need,"At a ceremony held in Accra , she said the presence of disable persons begging on the streets and the absence of ambulance to aid in the transfer of patients in need of critical help , moved her to donate the items .",1
1396,hopeless,"""With the spotlight on her at the UN , the prime minister started her speech by saying : """" This is the 14th time I am addressing the UN General Assembly . And this time I have come here with a heavy heart . I have come here just after seeing the hungry , distressed and hopeless Rohingyas from Myanmar who took shelter in Cox 's Bazar , Bangladesh . """"""",1
5177,in-need,"However , and most importantly , it should be a moment for all partners to embrace the OGP platform to fundamentally change how we design and deliver essential public services for those most in need of government support -- for their survival and dignity .",1
5501,refugee,"In a new joint The Hollywood Reporter interview , the couple reveals the Yazidi refugee is now thriving as a student at the University of Chicago after surviving a living hell in his homeland .",1
3138,refugee,"The spirit the Rwandese have shown to accommodate the people , almost a tribe in their tiny country with approximately 19 million people with meager resources just like any other third world country , without planning to ditch them in refugee camps , but offer them to live just like any other citizen should actually be emulated in the human race .",1
3678,migrant,"Noting that the country was not oblivious to the financial resources and other costs that could come with the decision , she said it would be against national values of Rwanda to turn a blind eye to the plight of the immigrants .",1
5914,immigrant,"But the concept is that Rwanda 's remorse , humane , policy and culture of helping the immigrants/slaves to be , thousands of miles away in the continent should make EAC feel that the 30,000 people ( creation of God ) is the bloc 's baby now to nurture , educate , cloth and house just like any other citizen in the community .",1
5164,in-need,"Bundaberg Salvation Army captains Melissa and Chris Millard said last year , through the generous support of the community , the Salvation Army was able to help many families and individuals in need .",1
2321,refugee,"Rio 2016 produced many memorable moments . The inclusion of a refugee team was a first -- and a great initiative ; swimmers like Yusra Mardini and Ramis Anis may not have won medals but they certainly seemed to have won the hearts of spectators . Then there was the magic of 19-year old American Simone Biles ' gymnastics and the thrill of the track as Usain Bolt flew over the finish line -- again . Sporting heroes bowed out from the Olympic stage , young competitors stepped forward with thrilling performances .",1
1763,refugee,"As the Gillard government 's proposed ' ' Malaysia solution ' ' and refugee swap deal inches closer to official ratification , with reports a draft agreement has been reached , more than 400 suspected asylum seekers are awaiting their fate on the small island , placing a strain on the already severely stretched infrastructure .",1
10102,disabled,"After being hit by a burst of pellets in his face , twenty-year-old Omar Altaf of Islamabad from South Kashmir is disabled forever . He has lost the vision in his left eye while his right eye has faint sight . His blaring eyes are witness to the mayhem he saw on roads when Indian forces fired pellets .",1
3820,hopeless,AVC : Could you relate to that kind of hopelessness and despair ?,1
8325,vulnerable,"Betty Abah is passionate about this initiative that seeks to protect young , vulnerable children . You could tell from just listening to her and how her face lit up as she dissected each question that was thrown at her .",1
5865,refugee,"The pope also called on the faithful to reach out , saying that personal encounters with migrants and refugees can help dispel distorted fears and ideologies .",1
1987,poor-families,"I find it ironic to believe that in a well developed country like the U.K child benefits is offered to every child plus free education , school trips . Ghana on the other hand , an under developed country has no child benefits system for its children , or housing benefit and I write some children to date are being educated under the trees in this 21st century Ghana . For example , the child benefit was introduced in Britain in 1798 and later stopped but reintroduced in 1909 . How could our system help poor families to help with Ghana economy ? What is stopping Ghana in addressing poverty within families and emulating this forward thinking attributes of British in eradicate child poverty . This approach from make a difference and give children and families a better chance in life .",1
7828,poor-families,"""During a meeting with PEEF scholars on Wednesday , he said that talented and hardworking students showing good performance in educational field were pride of the nation . """" It is a fact that the dream of progress and prosperity can not be realized without equipping the new generation with modern knowledge . While children of the elite can get admission in prestigious educational institutions anywhere in the world , brilliant children of poor families who have a thirst for knowledge should also have opportunities of quality education , """" he CM assured .""",1
1753,hopeless,"""According to the US Substance Abuse and Mental Health Services Administration ( SAMHSA ) , """" suicidal experiences are about overwhelming emotional pain where one feels trapped , alone and hopeless . It is not their life that they wish to extinguish ; it is this pain they want to kill """" .""",1
7849,hopeless,"He described the life of young Muslims in the district as hopeless , with many feeling stateless and confronting unemployment rates well above the national average . Most of his friends , he said , had done jail time .",1
1835,in-need,"""On The Red Dot show producer Serene Chen said she was heartened by the kindness shown from members of the public . Said Ms Chen : """" It is telling of a society that is not apathetic towards those in need even as we pursue our own success . """"""",1
9070,refugee,"""But it 's really not that incredible any more , is it ? This is the same government that considers every shell-shocked Gazan child and every desperate Syrian refugee clinging to a rubber raft to be a potential terrorist . This is the same prime minister who lied shamelessly to Canadians during last week 's debate when he claimed the the Liberals and New Democrats """" would have had , in the last two weeks , us throwing open our borders and literally hundreds of thousands of people coming without any kind of security check or documentation . """"""",1
10244,disabled,""""""" Research conducted by Unicef in 2013 found that the number of disabled children in child and youth care centres is three times that of our general childhood population in South Africa . Not only are these children abandoned , they must contend with a disability or disorder that will impact them for the rest of their lives , """" noted Blackie .""",1
3695,in-need,""""""" We are in a state of mourning but we have to carry on because we have a duty to those people who are so in need of our support . """" Mr Bird said thousands of people worldwide had paid their respects to the two men , with tributes from as far afield as Australia .""",1
2767,disabled,"Christian missionaries care for the destitute , and Jain sects serve and feed the disabled . Islamic traditions require setting aside a regular fraction of one 's earnings to feed the hungry and destitute . I find in Muslim ghettoes of Delhi like Nizamuddin and Jama Masjid , even today , a number of wayside eateries that offer plastic tokens for sale . These are bought by people who eat at the restaurants , and they distribute these to destitute people . Each token can be redeemed by them for a meal , when they are in need of food , over a period of a month .",1
1916,poor-families,"Youth belonging to poor families need to be equipped with the skill and provided with opportunities to improve their life conditions , instead of being bestowed with freebies which amount to make them walk with begging bowl all the time and life long .",1
7720,disabled,"In this photograph taken on December 6 , 2010 Abdul Sattar Edhi , head of Pakistani 's Edhi foundation holds a disabled orphan at the orphanage of the charity in Karachi . PHOTO : AFP",1
3201,vulnerable,"Meanwhile , Social and Family Development Minister Tan Chuan-Jin said his ministry would focus on strengthening marriages and families , providing a good start in life for the young , helping the vulnerable and fostering a caring community .",1
3174,disabled,"They care for our children , elderly , disabled , and homes , but are we doing enough to take care of them ?",1
6069,vulnerable,"Dar es Salaam . A network of members of parliaments from across Europe , who are committed to protecting sexual and reproductive health of the world 's most vulnerable people , has called on Tanzania to work on family planning issues for the country to easily transform into the middle income economy .",1
9698,migrant,"These actions must , also , seek to enhance the sense of citizenship and active participation of foreign nationals and immigrants , as well as educating them on the values of tolerance and the rejection of all forms of discrimination , racism and hatred .",1
9168,refugee,"""I wanted to humanise personal stories hoping people would take notice of the breadth and complexity of children seeking refuge . I was totally committed to taking every chance to put a human face to children refugees and to deliver a fresh and unique photography . """"""",1
9923,hopeless,"The first point worth mentioning is low levels of living , characterized by low incomes , inequality , poor health and inadequate education . In developing countries , the levels of living tend to be very low for the vast majority of people . These low levels of living are manifested quantitatively and qualitatively in the form of low life and work expectancies , high infant mortality rate and in many cases a general sense of malaise and hopelessness .",1
9663,homeless,"Back to the commercial , the artists mentioned above request the audience to donate for homeless children , senior citizens and above all for Edhi , who was always willing to lend a hand to anyone who needed it .",1
3683,hopeless,"""Many of us struggle with a particular behavior or trait we just ca n't seem to kick , even though we know it does n't please God . These weaknesses can leave us feeling defeated , hopeless , and full of despair . But there 's hope ! The transforming power of the Holy Spirit is still available today . Once we surrender our hearts to Christ , Romans 8:9 says that """" we are not controlled by our sinful nature . """"""",1
7256,women,"""The subtext of the finished work is that the women who dared to choose """" average """" must have made some kind of mistake . What were they thinking ? At the very least , they must be beset with tedious false modesty or a harmful ( not cultural ) self-deprecation habit . They 're probably also candidates for body dysmorphia and/or a full-blown existential crisis . Clearly , they lack self-esteem .""",1
1229,hopeless,"""12 . CHRIS HIPKINS ( Labour -- Rimutaka ) to the Minister of Education : Why does she accept some responsibility as Minister of Education for Hon Bill English 's statement that a lot of Kiwis are """" pretty damned hopeless """" and """" they ca n't read and write properly """" ?""",1
5806,poor-families,"Speaking to Africa Review , he also pointed out that majority of these children come from very poor families with no permanent level of income since most of their parents are casual labourers who earn peanuts .",1
8240,refugee,"What is the basis for the conflict in our nation ? Are we to end up like some of our neighboring countries forever at war , displaced with stagnant economies , tremendous psychological trauma , malnutrition , and rising death tolls ? Have you seen how our fellow African refugees are treated ?",1
5773,homeless,"The Drop In Centre in Eruera Street needs urgent permission to also serve as an Over Night Shelter until other options are ready , according to the Rotorua District Residents and Ratepayers Association , so that the homeless currently sleeping rough survive the winter .",1
6373,hopeless,"""Yet they find a reason to keep their wealth out of reach . They see hunger , gory poverty , decadence , death and hopelessness around them all the time , yet all they do is , keep so much away from humanity . It is honourable to be rich but it is even more honourable to be generous , let alone fair . Like the old Bible says , """" to whom much is given much is expected . """"""",1
197,vulnerable,"It is understandable to want to protect one 's home and family from the conflict , but we must rally together as humans , understanding that we have a responsibility to help the world 's most vulnerable to survive and rebuild their lives . There are hundreds of thousands of refugees who want nothing more than a safe place for themselves and their families . They travel under incredibly dangerous circumstances to avoid having to live in places ravaged by war and terror . Their suffering is something that we should all understand . The countries neighboring Syria such as Jordan , Lebanon , Turkey and Iraq have already taken in millions of people and can take no more .",1
7104,in-need,"When you see others in need , support them .",1
10379,poor-families,""""""" Many children from poor families and working class households have struggled to gain entry into universities because their parents could not pay the fees . So if you come from a poor family you are condemned forever ? to remain an inferior person ? """" he said .""",1
2919,in-need,"They could do so by supporting the construction of schools , health facilities and other social amenities for use by their neighbours . That would be an excellent way of complementing the government 's efforts in uplifting the welfare of our people , most of whom live below the poverty line and are badly in need of assistance aimed at adding meaning to their lives .",1
4279,homeless,"Over the last year , they have helped provide various types of support to numerous struggling individuals and families by matching those wanting to give help to those who need it , from painting and decorating family homes in poor condition , organising days out for underprivileged children and helping the homeless .",1
8030,refugee,"What nations need to do is begin to rebuild the spiritual walls that were broken down , as in the Book of Nehemiah . Any nation that shows mercy and compassion to refugees and undocumented personnel will receive great blessings from the Creator who is the One who gives power to get wealth . <h> Paying taxes",1
1619,hopeless,""""""" By donating blood , many lives are saved and hope is given to many whose situation might otherwise be hopeless .""",1
1358,disabled,"But this could be devastating for the disabled and elderly , who lack the agility to cope with anything sudden and unexpected , they added .",1
275,in-need,"The Portuguese superstar has raised money for various causes , including donating more than $83,000 to a 10-year-old fan in need of brain surgery . He is also a global spokesperson for organisations that tackle issues around childhood hunger , obesity and biodiversity , among others .",1
2997,disabled,Daily discrimination facing the disabled in everyday life <h> I hope to be the Rosa Parks of the disabled community <h> Get daily news by email,1
6585,in-need,"We also show our love for God when we open our homes and places to those who have nowhere to stay and share our food and water with the hungry and the thirsty . We also show our love for Him when we visit the sick and give comfort and hope as well as to visit the prisoners to console and to assure them of the grace of conversion . When we offer willingly our time and commitment at the service of those who are in need , especially the suffering and the deprived , that is love .",1
2020,in-need,""""""" When I started , there were hardly any women in business . Today we have women leading fields in the government and corporate sector who are doing very well . I also know that WCIC is helping women in need to build up their lives and to start businesses . I wish them the best , and I thank WCIC for the awards , """" said Mrs. Pestonjee .""",1
625,women,"""Salina Hayat Ivy , Mayor of Narayanganj City Corporation said : """" Political party leaders should consider us as human beings rather than as women . If men changed their perspectives towards women , then we would have achieved success . """"""",1
1515,in-need,News <h> Rescuing the mentally ill <h> CUMI provides hope for many in need of rehabilitation,1
4263,poor-families,"Christmas and new year are upon us , and families across Nigeria will come together to celebrate . But for millions of poor families , they will celebrate both occasions with hunger , fear , and uncertainty .",1
2255,hopeless,"He said he felt fulfilled celebrating the day with them , believing that such a development would instill hope in the hopeless .",1
8920,women,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1
5975,disabled,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
2443,refugee,"IPOH : As Ramadan draws to a close , Muslims should take the time to reflect on the less fortunate including more than 60 million people forced to live in refugee camps , said Sultan of Perak Sultan Nazrin Muizzuddin Shah .",1
1273,hopeless,"The coming fury of angry America is as palpable as it is silent . What will that tiny part of a tiny part of the earth 's population do when the utter hopelessness of the situation washes over them and the tides of history curl around and bear them , inexorably , into the past ?",1
9647,hopeless,"OCN has always been brave in showing real stories even if it borders to horrifying scenes . I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days . *sigh The vulnerable heroine is set to endure darker days in the future . With those maniacal villains leering at her like a prey , I might end up saving her if those four country bumpkins will not . *grins Now we have to wait and see how the plot will work by tapping these high school boys as heroes of the story .",1
3030,homeless,You do n't need to argue about the security of former President see what 's happening today as most of the people are suffering from floods and are homeless and their belongings are destroyed and help those people who in need of this hour you bloody fool minister .,1
367,hopeless,"The Acting Management Director noted that the Group would use their media platforms comprising Atinka FM in Accra , Atinka TV , Agenkwa FM in Kumasi and Ahoto FM in Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as well as how and when they would undertake them to give hope to the hopeless .",1
6055,refugee,This all seems very theoretical but in short it lies at the very heart of the current discussion about migration and refugees across Europe . If people cannotearn enough to live a decent life in their own country then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than is possible in their own home .,1
9695,hopeless,""""""" Young people have feelings of being doomed , hopelessness and helplessness . It 's an opportunity to sit down with them and guide them through a forward moving plan . """"""",1
935,hopeless,"In his view , Professor George Gongera , an expert in human resource development and macroeconomics , rural areas are also fertile grounds for recruitment due to high levels of poverty , disillusionment and hopelessness .",1
795,homeless,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .",1
9244,vulnerable,""""""" There are many reasons to be a proud Canadian today , but we still have a lot of work ahead of us . We can do so much more to protect our environment , defend the vulnerable , and reduce the inequalities in our communities .""",1
6343,homeless,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .",1
8027,poor-families,"' If very poor families sing to their children , read to their children , play with their children , those children will go on to do well at school . Nursery rhymes are free ; families can get library books . Those are the things that matter . '",1
2722,refugee,"""Pointing to the Holy Year of Mercy , the Pope stressed that together with the Church , the group would be able to better respond to the """" human tragedy """" of refugees through concrete acts of mercy which promote their integration not only into Europe , but any culture they move to .""",1
1526,in-need,Bernie is asking other boutique owners to follow her lead and offer up dresses to those in need .,1
9825,disabled,"While Mseffer celebrates her group 's progress toward integrating the disabled , she wants authorities to get more involved .",1
9398,hopeless,A new generation of the hopeless .,1
5565,hopeless,"It 's a typical tale of alcoholism , abuse , neglect and hopelessness -- with one major redeeming feature . Music . Recognising his aptitude , Larry Joe 's father encouraged him from an early age , and he shone in talent shows .",1
8468,hopeless,She decided to be the hope for the hopeless and home for the homeless .,1
